order_id,order_date,customer_id,city,customer_segment,product_id,product_name,category,quantity,unit_price,discount_pct,discount_amount,sales_amount,profit_amount,payment_mode,order_status,customer_rating,delivery_days
ORD02634,2025-04-26,3568,Jaipur,Returning,37,Dress A,Clothing,2,5220,10,1044.0,9396.0,2353.69,Debit Card,Shipped,2,9
ORD02635,2025-09-26,3487,Mumbai,New,26,Jeans B,Clothing,4,4145,20,3316.0,13264.0,4523.86,UPI,Delivered,4,8
ORD02636,2025-08-12,1482,Ahmedabad,New,86,Mixer B,Home & Kitchen,2,14065,15,4219.5,23910.5,4929.96,COD,Returned,3,5
ORD02637,2025-11-05,3152,Kolkata,New,26,Jeans B,Clothing,1,4145,15,621.75,3523.25,1572.35,UPI,Delivered,4,7
ORD02638,2025-10-12,2447,Kolkata,Returning,34,Sneakers B,Clothing,1,2317,15,347.55,1969.45,750.21,UPI,Delivered,4,1
ORD02639,2025-12-11,3816,Jaipur,Loyal,94,Bedding B,Home & Kitchen,4,1411,5,282.2,5361.8,2178.21,COD,Delivered,5,3
ORD02640,2025-03-03,2804,Jaipur,New,45,Table A,Furniture,1,31346,20,6269.2,25076.8,8472.42,UPI,Delivered,3,5
ORD02641,2025-12-29,1681,Pune,Returning,68,Makeup D,Beauty,1,1312,0,0.0,1312.0,269.35,Debit Card,Returned,5,8
ORD02642,2025-07-25,2084,Bengaluru,Returning,49,Sofa A,Furniture,1,12788,10,1278.8,11509.2,3491.53,UPI,Delivered,3,6
ORD02643,2025-09-24,2440,Jaipur,Loyal,65,Makeup A,Beauty,2,1545,20,618.0,2472.0,1051.28,Debit Card,Returned,3,4
ORD02644,2025-03-02,3910,Delhi,New,5,Laptop A,Electronics,2,60456,15,18136.8,102775.2,30783.31,Credit Card,Delivered,5,4
ORD02645,2025-07-12,3263,Pune,Returning,6,Laptop B,Electronics,2,56987,0,0.0,113974.0,30076.56,Debit Card,Cancelled,5,0
ORD02646,2025-10-21,1793,Bengaluru,Loyal,84,Cookware D,Home & Kitchen,1,14749,5,737.45,14011.55,4415.0,Net Banking,Delivered,5,7
ORD02647,2025-06-22,3290,Kolkata,New,43,Chair C,Furniture,2,44739,15,13421.7,76056.3,25443.05,Credit Card,Delivered,4,4
ORD02648,2025-06-08,3244,Bengaluru,New,11,Headphones C,Electronics,5,31296,0,0.0,156480.0,45707.41,COD,Returned,5,4
ORD02649,2025-08-10,2489,Chandigarh,Returning,62,Skincare B,Beauty,1,2646,5,132.3,2513.7,718.65,Debit Card,Delivered,5,1
ORD02650,2025-02-18,2029,Chandigarh,New,15,Smartwatch C,Electronics,2,62164,10,12432.8,111895.2,41049.2,Credit Card,Delivered,4,3
ORD02651,2025-02-08,2025,Jaipur,Loyal,16,Smartwatch D,Electronics,2,43984,0,0.0,87968.0,39525.37,Net Banking,Delivered,5,1
ORD02652,2025-06-09,1110,Pune,Returning,71,Haircare C,Beauty,2,3730,20,1492.0,5968.0,1145.59,Net Banking,Delivered,4,7
ORD02653,2025-08-25,2877,Chennai,Loyal,55,Bed C,Furniture,1,6456,0,0.0,6456.0,1887.16,UPI,Shipped,3,5
ORD02654,2025-04-25,3542,Kolkata,Loyal,52,Sofa D,Furniture,1,40048,15,6007.2,34040.8,10101.41,Net Banking,Cancelled,5,0
ORD02655,2025-12-07,1486,Bengaluru,Returning,84,Cookware D,Home & Kitchen,1,14749,25,3687.25,11061.75,3651.91,UPI,Cancelled,3,0
ORD02656,2025-06-07,2695,Bengaluru,Loyal,60,Bookshelf D,Furniture,3,31952,15,14378.4,81477.6,21795.23,Debit Card,Delivered,1,7
ORD02657,2025-09-18,3146,Jaipur,Loyal,37,Dress A,Clothing,2,5220,20,2088.0,8352.0,1802.19,Credit Card,Delivered,4,8
ORD02658,2025-04-13,1797,Ahmedabad,Returning,85,Mixer A,Home & Kitchen,1,4867,15,730.05,4136.95,898.8,UPI,Delivered,5,7
ORD02659,2025-05-21,2437,Kolkata,Returning,7,Laptop C,Electronics,1,45609,15,6841.35,38767.65,15343.99,Credit Card,Delivered,5,5
ORD02660,2025-06-21,2429,Ahmedabad,Returning,25,Jeans A,Clothing,2,6579,15,1973.7,11184.3,3163.64,Debit Card,Returned,4,6
ORD02661,2025-08-15,3029,Mumbai,New,100,Appliance D,Home & Kitchen,1,11190,0,0.0,11190.0,2869.53,UPI,Shipped,3,1
ORD02662,2025-10-14,1111,Pune,New,71,Haircare C,Beauty,3,3730,20,2238.0,8952.0,2551.25,COD,Delivered,4,6
ORD02663,2025-05-24,2524,Pune,Returning,57,Bookshelf A,Furniture,1,40231,15,6034.65,34196.35,10541.24,UPI,Delivered,5,4
ORD02664,2025-04-06,1120,Jaipur,Loyal,69,Haircare A,Beauty,1,4822,20,964.4,3857.6,1340.36,UPI,Cancelled,4,0
ORD02665,2025-04-18,1121,Chennai,Returning,13,Smartwatch A,Electronics,3,50099,0,0.0,150297.0,53359.64,UPI,Shipped,4,1
ORD02666,2025-03-14,2617,Ahmedabad,New,29,Jacket A,Clothing,1,6799,20,1359.8,5439.2,1783.91,Credit Card,Delivered,4,7
ORD02667,2025-05-17,2990,Chandigarh,Loyal,60,Bookshelf D,Furniture,4,31952,15,19171.2,108636.8,23550.54,UPI,Shipped,3,8
ORD02668,2025-05-16,1364,Ahmedabad,New,15,Smartwatch C,Electronics,1,62164,0,0.0,62164.0,16078.58,UPI,Shipped,1,8
ORD02669,2025-08-12,3425,Pune,Returning,16,Smartwatch D,Electronics,2,43984,25,21992.0,65976.0,14122.81,UPI,Delivered,5,8
ORD02670,2025-10-17,2317,Chandigarh,New,54,Bed B,Furniture,2,5674,5,567.4,10780.6,2339.16,Credit Card,Delivered,4,6
ORD02671,2025-05-19,3627,Chandigarh,Returning,72,Haircare D,Beauty,2,3305,5,330.5,6279.5,1376.13,Net Banking,Cancelled,5,0
ORD02672,2025-01-17,1349,Kolkata,New,11,Headphones C,Electronics,1,31296,15,4694.4,26601.6,5788.68,Credit Card,Delivered,5,9
ORD02673,2025-12-15,1522,Chennai,Returning,98,Appliance B,Home & Kitchen,1,6541,5,327.05,6213.95,2395.03,Net Banking,Cancelled,3,0
ORD02674,2025-05-10,2018,Delhi,Loyal,23,T-Shirt C,Clothing,2,3687,10,737.4,6636.6,1266.35,Debit Card,Returned,4,9
ORD02675,2025-01-05,3627,Delhi,Loyal,35,Sneakers C,Clothing,2,3800,0,0.0,7600.0,2416.0,COD,Delivered,4,1
ORD02676,2025-08-07,2102,Jaipur,Returning,7,Laptop C,Electronics,1,45609,15,6841.35,38767.65,11921.76,Debit Card,Delivered,4,4
ORD02677,2025-01-06,3779,Chennai,New,1,Smartphone A,Electronics,3,16027,10,4808.1,43272.9,14069.8,Net Banking,Delivered,1,5
ORD02678,2025-05-15,3073,Bengaluru,Loyal,47,Table C,Furniture,1,44661,0,0.0,44661.0,12689.46,UPI,Delivered,4,7
ORD02679,2025-05-12,2070,Pune,New,3,Smartphone C,Electronics,1,5459,15,818.85,4640.15,1155.7,COD,Delivered,5,1
ORD02680,2025-10-10,2889,Chandigarh,Returning,60,Bookshelf D,Furniture,3,31952,25,23964.0,71892.0,20945.13,UPI,Delivered,5,6
ORD02681,2025-08-12,1847,Ahmedabad,Returning,14,Smartwatch B,Electronics,3,10799,5,1619.85,30777.15,10331.95,COD,Delivered,5,1
ORD02682,2025-03-08,2008,Bengaluru,Loyal,47,Table C,Furniture,2,44661,15,13398.3,75923.7,26353.4,UPI,Delivered,4,7
ORD02683,2025-06-30,1247,Ahmedabad,Loyal,4,Smartphone D,Electronics,5,4934,0,0.0,24670.0,8169.59,UPI,Delivered,5,8
ORD02684,2025-04-17,1091,Bengaluru,New,82,Cookware B,Home & Kitchen,1,4487,25,1121.75,3365.25,960.78,UPI,Returned,4,3
ORD02685,2025-12-07,1510,Jaipur,New,87,Mixer C,Home & Kitchen,2,4819,25,2409.5,7228.5,1585.45,UPI,Cancelled,5,0
ORD02686,2025-10-18,2817,Hyderabad,Returning,15,Smartwatch C,Electronics,3,62164,10,18649.2,167842.8,62055.37,Debit Card,Delivered,5,8
ORD02687,2025-11-04,2342,Mumbai,Returning,34,Sneakers B,Clothing,2,2317,20,926.8,3707.2,726.18,UPI,Delivered,4,2
ORD02688,2025-07-11,2125,Bengaluru,Returning,90,Storage B,Home & Kitchen,1,11278,5,563.9,10714.1,2334.8,COD,Cancelled,5,0
ORD02689,2025-02-20,1325,Chennai,Returning,36,Sneakers D,Clothing,3,1477,10,443.1,3987.9,1098.42,COD,Shipped,4,6
ORD02690,2025-10-30,2858,Ahmedabad,Returning,13,Smartwatch A,Electronics,4,50099,0,0.0,200396.0,59056.58,Credit Card,Delivered,4,6
ORD02691,2025-01-08,3091,Delhi,Returning,73,Fragrance A,Beauty,1,3255,20,651.0,2604.0,973.72,COD,Shipped,5,5
ORD02692,2025-05-28,3464,Chennai,Loyal,25,Jeans A,Clothing,1,6579,10,657.9,5921.1,2621.71,Debit Card,Delivered,5,4
ORD02693,2025-07-08,2229,Mumbai,Loyal,94,Bedding B,Home & Kitchen,2,1411,0,0.0,2822.0,882.99,Debit Card,Delivered,4,8
ORD02694,2025-11-18,3107,Pune,New,27,Jeans C,Clothing,1,4660,20,932.0,3728.0,797.99,UPI,Delivered,4,5
ORD02695,2025-10-28,2492,Chandigarh,Loyal,80,Bath D,Beauty,2,1189,15,356.7,2021.3,573.57,Credit Card,Delivered,5,5
ORD02696,2025-10-08,2747,Hyderabad,New,72,Haircare D,Beauty,2,3305,15,991.5,5618.5,1827.71,Net Banking,Shipped,3,6
ORD02697,2025-08-04,2845,Bengaluru,New,45,Table A,Furniture,1,31346,10,3134.6,28211.4,9922.41,Credit Card,Delivered,4,5
ORD02698,2025-11-16,1809,Mumbai,Returning,80,Bath D,Beauty,1,1189,0,0.0,1189.0,283.93,Credit Card,Delivered,5,5
ORD02699,2025-07-08,3277,Chandigarh,Returning,91,Storage C,Home & Kitchen,2,16293,10,3258.6,29327.4,12380.0,UPI,Delivered,4,5
ORD02700,2025-06-30,3718,Mumbai,Returning,33,Sneakers A,Clothing,3,5058,10,1517.4,13656.6,2739.78,Net Banking,Delivered,4,6
ORD02701,2025-12-03,2236,Jaipur,Loyal,38,Dress B,Clothing,2,6215,15,1864.5,10565.5,3302.53,COD,Delivered,5,2
ORD02702,2025-01-16,3291,Kolkata,Returning,29,Jacket A,Clothing,2,6799,10,1359.8,12238.2,4843.28,UPI,Cancelled,4,0
ORD02703,2025-02-17,3793,Jaipur,Loyal,45,Table A,Furniture,1,31346,5,1567.3,29778.7,11606.9,Credit Card,Delivered,5,2
ORD02704,2025-12-09,1137,Jaipur,Loyal,55,Bed C,Furniture,2,6456,20,2582.4,10329.6,1905.84,Credit Card,Delivered,4,9
ORD02705,2025-04-11,1778,Mumbai,Returning,50,Sofa B,Furniture,1,31897,5,1594.85,30302.15,12218.82,Credit Card,Delivered,5,4
ORD02706,2025-12-29,3226,Mumbai,Loyal,8,Laptop D,Electronics,1,46619,15,6992.85,39626.15,11546.76,Net Banking,Delivered,5,8
ORD02707,2025-09-23,2843,Ahmedabad,Loyal,1,Smartphone A,Electronics,5,16027,0,0.0,80135.0,23953.04,UPI,Delivered,4,7
ORD02708,2025-08-20,3865,Mumbai,New,30,Jacket B,Clothing,2,4480,10,896.0,8064.0,1711.32,COD,Delivered,3,5
ORD02709,2025-04-06,3656,Chennai,New,74,Fragrance B,Beauty,1,1656,15,248.4,1407.6,527.73,Credit Card,Shipped,5,3
ORD02710,2025-09-11,2818,Pune,Returning,55,Bed C,Furniture,1,6456,15,968.4,5487.6,1589.49,Credit Card,Delivered,5,5
ORD02711,2025-05-20,3498,Delhi,Returning,56,Bed D,Furniture,1,18193,20,3638.6,14554.4,4797.37,Credit Card,Returned,4,5
ORD02712,2025-02-17,3567,Mumbai,Loyal,68,Makeup D,Beauty,3,1312,15,590.4,3345.6,1224.63,UPI,Delivered,4,1
ORD02713,2025-10-12,1499,Chennai,New,90,Storage B,Home & Kitchen,1,11278,20,2255.6,9022.4,3113.43,Debit Card,Shipped,5,9
ORD02714,2025-04-04,1215,Mumbai,New,79,Bath C,Beauty,3,3178,5,476.7,9057.3,3481.55,UPI,Delivered,4,4
ORD02715,2025-04-28,3896,Delhi,Loyal,35,Sneakers C,Clothing,3,3800,0,0.0,11400.0,2109.72,UPI,Delivered,5,9
ORD02716,2025-06-17,2334,Pune,Loyal,26,Jeans B,Clothing,1,4145,10,414.5,3730.5,885.81,Debit Card,Delivered,5,8
ORD02717,2025-12-06,2445,Kolkata,New,33,Sneakers A,Clothing,2,5058,10,1011.6,9104.4,2067.32,Credit Card,Delivered,4,3
ORD02718,2025-07-22,1679,Ahmedabad,Loyal,54,Bed B,Furniture,2,5674,10,1134.8,10213.2,2833.45,UPI,Returned,4,8
ORD02719,2025-02-24,3806,Mumbai,New,19,Tablet C,Electronics,1,19892,10,1989.2,17902.8,4191.01,UPI,Delivered,4,8
ORD02720,2025-05-09,3162,Pune,Returning,29,Jacket A,Clothing,3,6799,5,1019.85,19377.15,8454.42,UPI,Delivered,4,1
ORD02721,2025-06-24,1769,Jaipur,Returning,26,Jeans B,Clothing,1,4145,5,207.25,3937.75,1435.38,Credit Card,Delivered,5,3
ORD02722,2025-12-30,3936,Bengaluru,Returning,60,Bookshelf D,Furniture,4,31952,15,19171.2,108636.8,36838.27,UPI,Delivered,2,5
ORD02723,2025-03-07,1178,Jaipur,Loyal,14,Smartwatch B,Electronics,1,10799,15,1619.85,9179.15,4030.1,Debit Card,Delivered,2,3
ORD02724,2025-03-06,3452,Hyderabad,Returning,60,Bookshelf D,Furniture,1,31952,15,4792.8,27159.2,5620.63,Debit Card,Shipped,1,3
ORD02725,2025-08-31,3064,Delhi,Loyal,10,Headphones B,Electronics,1,82481,20,16496.2,65984.8,22046.32,COD,Delivered,5,1
ORD02726,2025-06-09,3439,Pune,New,96,Bedding D,Home & Kitchen,2,16901,15,5070.3,28731.7,7254.04,UPI,Delivered,5,3
ORD02727,2025-02-25,1980,Bengaluru,Loyal,29,Jacket A,Clothing,1,6799,10,679.9,6119.1,1425.96,COD,Delivered,5,3
ORD02728,2025-01-23,1178,Delhi,Returning,27,Jeans C,Clothing,2,4660,15,1398.0,7922.0,2961.71,UPI,Delivered,3,4
ORD02729,2025-07-25,2386,Chennai,New,10,Headphones B,Electronics,4,82481,10,32992.4,296931.6,92716.3,COD,Delivered,3,8
ORD02730,2025-03-13,1032,Chandigarh,New,82,Cookware B,Home & Kitchen,1,4487,25,1121.75,3365.25,704.2,UPI,Delivered,5,6
ORD02731,2025-12-17,1729,Pune,New,85,Mixer A,Home & Kitchen,2,4867,15,1460.1,8273.9,2429.69,Credit Card,Delivered,2,9
ORD02732,2025-02-16,3353,Mumbai,Loyal,92,Storage D,Home & Kitchen,3,17659,20,10595.4,42381.6,16753.25,Net Banking,Delivered,5,4
ORD02733,2025-01-09,2938,Pune,Returning,59,Bookshelf C,Furniture,1,44283,10,4428.3,39854.7,10035.39,Net Banking,Cancelled,5,0
ORD02734,2025-10-25,2689,Chandigarh,Returning,30,Jacket B,Clothing,3,4480,25,3360.0,10080.0,3098.96,UPI,Delivered,5,6
ORD02735,2025-11-18,1266,Chandigarh,Returning,85,Mixer A,Home & Kitchen,2,4867,20,1946.8,7787.2,3452.62,Credit Card,Shipped,4,5
ORD02736,2025-10-06,1919,Bengaluru,Returning,25,Jeans A,Clothing,1,6579,0,0.0,6579.0,1882.69,UPI,Shipped,5,4
ORD02737,2025-05-02,3213,Bengaluru,New,16,Smartwatch D,Electronics,2,43984,10,8796.8,79171.2,20665.76,Credit Card,Cancelled,5,0
ORD02738,2025-07-27,2105,Mumbai,Loyal,68,Makeup D,Beauty,1,1312,15,196.8,1115.2,491.9,UPI,Delivered,4,2
ORD02739,2025-04-05,3316,Bengaluru,Returning,26,Jeans B,Clothing,3,4145,5,621.75,11813.25,3555.96,COD,Cancelled,5,0
ORD02740,2025-08-18,3476,Kolkata,New,46,Table B,Furniture,2,18411,15,5523.3,31298.7,9612.45,Credit Card,Delivered,3,4
ORD02741,2025-12-19,3416,Chandigarh,Loyal,61,Skincare A,Beauty,1,2461,25,615.25,1845.75,796.11,Debit Card,Delivered,2,7
ORD02742,2025-11-07,3047,Ahmedabad,New,70,Haircare B,Beauty,1,4763,25,1190.75,3572.25,1536.49,UPI,Cancelled,1,0
ORD02743,2025-06-03,1830,Pune,New,20,Tablet D,Electronics,2,78078,25,39039.0,117117.0,43342.18,COD,Returned,5,9
ORD02744,2025-01-11,2921,Chandigarh,Loyal,50,Sofa B,Furniture,4,31897,15,19138.2,108449.8,23473.83,Debit Card,Delivered,4,6
ORD02745,2025-08-06,3587,Mumbai,Loyal,14,Smartwatch B,Electronics,2,10799,15,3239.7,18358.3,7712.72,Credit Card,Shipped,5,2
ORD02746,2025-03-04,2786,Chandigarh,Loyal,57,Bookshelf A,Furniture,3,40231,0,0.0,120693.0,30213.56,Net Banking,Cancelled,5,0
ORD02747,2025-10-29,3047,Kolkata,Loyal,4,Smartphone D,Electronics,1,4934,20,986.8,3947.2,1704.58,UPI,Cancelled,5,0
ORD02748,2025-09-28,1204,Jaipur,Loyal,19,Tablet C,Electronics,3,19892,25,14919.0,44757.0,12080.62,Credit Card,Shipped,2,8
ORD02749,2025-03-10,2644,Pune,Returning,52,Sofa D,Furniture,1,40048,0,0.0,40048.0,16884.28,Credit Card,Delivered,4,1
ORD02750,2025-09-09,1612,Ahmedabad,Loyal,39,Dress C,Clothing,1,3177,20,635.4,2541.6,895.29,Debit Card,Returned,2,5
ORD02751,2025-07-08,3498,Kolkata,Loyal,21,T-Shirt A,Clothing,4,4602,20,3681.6,14726.4,2914.17,COD,Delivered,3,1
ORD02752,2025-01-25,1495,Jaipur,Returning,25,Jeans A,Clothing,1,6579,25,1644.75,4934.25,1866.46,Credit Card,Delivered,5,2
ORD02753,2025-09-08,3552,Ahmedabad,Returning,79,Bath C,Beauty,2,3178,10,635.6,5720.4,1803.28,UPI,Cancelled,5,0
ORD02754,2025-12-02,1593,Ahmedabad,New,54,Bed B,Furniture,2,5674,10,1134.8,10213.2,3529.79,Debit Card,Delivered,5,2
ORD02755,2025-11-10,3365,Ahmedabad,Returning,11,Headphones C,Electronics,1,31296,10,3129.6,28166.4,9436.81,UPI,Delivered,2,7
ORD02756,2025-10-27,1163,Delhi,Returning,44,Chair D,Furniture,1,24185,25,6046.25,18138.75,7978.43,UPI,Delivered,4,7
ORD02757,2025-09-29,1704,Bengaluru,Returning,4,Smartphone D,Electronics,2,4934,15,1480.2,8387.8,2927.71,Credit Card,Delivered,2,5
ORD02758,2025-10-09,1807,Jaipur,Returning,85,Mixer A,Home & Kitchen,2,4867,0,0.0,9734.0,4081.38,UPI,Delivered,4,6
ORD02759,2025-03-04,2375,Bengaluru,Returning,25,Jeans A,Clothing,5,6579,5,1644.75,31250.25,12902.91,UPI,Delivered,5,1
ORD02760,2025-05-06,3028,Chandigarh,Returning,60,Bookshelf D,Furniture,2,31952,15,9585.6,54318.4,18965.22,Credit Card,Returned,5,9
ORD02761,2025-06-03,1314,Pune,Loyal,12,Headphones D,Electronics,1,51264,10,5126.4,46137.6,18124.95,UPI,Delivered,2,6
ORD02762,2025-09-11,2559,Ahmedabad,Loyal,33,Sneakers A,Clothing,2,5058,15,1517.4,8598.6,3502.74,UPI,Delivered,5,6
ORD02763,2025-08-19,2887,Bengaluru,Returning,48,Table D,Furniture,1,28588,20,5717.6,22870.4,8707.28,Debit Card,Delivered,5,9
ORD02764,2025-10-02,1248,Ahmedabad,Loyal,34,Sneakers B,Clothing,1,2317,10,231.7,2085.3,810.11,Debit Card,Delivered,5,2
ORD02765,2025-01-09,1616,Hyderabad,Loyal,31,Jacket C,Clothing,2,895,25,447.5,1342.5,389.18,Debit Card,Delivered,3,1
ORD02766,2025-02-24,1466,Ahmedabad,Returning,90,Storage B,Home & Kitchen,1,11278,20,2255.6,9022.4,1922.96,Credit Card,Cancelled,4,0
ORD02767,2025-11-18,1366,Hyderabad,New,57,Bookshelf A,Furniture,1,40231,10,4023.1,36207.9,14239.23,COD,Cancelled,4,0
ORD02768,2025-01-20,3815,Delhi,New,96,Bedding D,Home & Kitchen,1,16901,15,2535.15,14365.85,6258.24,COD,Shipped,3,3
ORD02769,2025-06-04,1945,Mumbai,New,68,Makeup D,Beauty,3,1312,10,393.6,3542.4,1195.98,UPI,Delivered,4,5
ORD02770,2025-07-19,2822,Hyderabad,New,48,Table D,Furniture,1,28588,25,7147.0,21441.0,8201.42,UPI,Shipped,4,5
ORD02771,2025-04-28,2709,Hyderabad,Returning,7,Laptop C,Electronics,4,45609,20,36487.2,145948.8,29190.07,Credit Card,Delivered,2,4
ORD02772,2025-10-20,2064,Pune,New,50,Sofa B,Furniture,1,31897,20,6379.4,25517.6,4626.15,UPI,Delivered,5,2
ORD02773,2025-04-01,3488,Pune,New,11,Headphones C,Electronics,1,31296,25,7824.0,23472.0,9886.23,Credit Card,Delivered,4,5
ORD02774,2025-12-07,3994,Bengaluru,Returning,71,Haircare C,Beauty,2,3730,10,746.0,6714.0,2532.19,UPI,Delivered,5,3
ORD02775,2025-09-23,2800,Chennai,Returning,30,Jacket B,Clothing,2,4480,0,0.0,8960.0,3236.71,Debit Card,Cancelled,5,0
ORD02776,2025-12-08,1698,Pune,Returning,31,Jacket C,Clothing,2,895,20,358.0,1432.0,621.38,UPI,Shipped,2,2
ORD02777,2025-11-26,1029,Ahmedabad,New,57,Bookshelf A,Furniture,1,40231,20,8046.2,32184.8,9417.85,UPI,Delivered,5,4
ORD02778,2025-09-20,1631,Ahmedabad,Returning,95,Bedding C,Home & Kitchen,2,15629,20,6251.6,25006.4,7329.58,UPI,Shipped,1,2
ORD02779,2025-03-25,3875,Mumbai,Returning,73,Fragrance A,Beauty,1,3255,10,325.5,2929.5,614.29,UPI,Cancelled,4,0
ORD02780,2025-09-20,3458,Delhi,New,95,Bedding C,Home & Kitchen,1,15629,20,3125.8,12503.2,4622.81,Debit Card,Delivered,3,7
ORD02781,2025-08-23,2284,Hyderabad,Returning,87,Mixer C,Home & Kitchen,4,4819,0,0.0,19276.0,3921.74,Net Banking,Delivered,3,3
ORD02782,2025-02-28,2650,Jaipur,New,60,Bookshelf D,Furniture,3,31952,0,0.0,95856.0,38199.98,Credit Card,Delivered,5,9
ORD02783,2025-03-29,2032,Chandigarh,Returning,89,Storage A,Home & Kitchen,1,690,20,138.0,552.0,211.03,Debit Card,Delivered,4,7
ORD02784,2025-09-02,2037,Mumbai,Loyal,64,Skincare D,Beauty,1,1329,5,66.45,1262.55,564.73,Credit Card,Cancelled,3,0
ORD02785,2025-08-06,3670,Hyderabad,Returning,33,Sneakers A,Clothing,3,5058,15,2276.1,12897.9,4463.79,COD,Delivered,5,9
ORD02786,2025-09-10,3045,Kolkata,Returning,58,Bookshelf B,Furniture,3,22591,25,16943.25,50829.75,17450.49,Credit Card,Returned,4,3
ORD02787,2025-01-21,2518,Chandigarh,Returning,31,Jacket C,Clothing,1,895,10,89.5,805.5,179.17,UPI,Shipped,5,1
ORD02788,2025-12-19,2412,Mumbai,Loyal,53,Bed A,Furniture,2,5314,25,2657.0,7971.0,1729.75,UPI,Delivered,4,7
ORD02789,2025-06-27,2780,Ahmedabad,Returning,28,Jeans D,Clothing,1,5673,25,1418.25,4254.75,778.74,Debit Card,Delivered,5,4
ORD02790,2025-10-25,2562,Jaipur,Returning,56,Bed D,Furniture,1,18193,20,3638.6,14554.4,3965.46,UPI,Cancelled,5,0
ORD02791,2025-08-24,2871,Chandigarh,New,54,Bed B,Furniture,2,5674,15,1702.2,9645.8,2036.69,UPI,Delivered,5,4
ORD02792,2025-02-10,3763,Delhi,Returning,54,Bed B,Furniture,1,5674,5,283.7,5390.3,2322.63,Debit Card,Delivered,2,4
ORD02793,2025-06-13,2964,Kolkata,New,11,Headphones C,Electronics,1,31296,0,0.0,31296.0,11158.0,Net Banking,Returned,4,10
ORD02794,2025-06-02,2705,Chennai,Returning,49,Sofa A,Furniture,2,12788,20,5115.2,20460.8,4829.99,UPI,Delivered,5,7
ORD02795,2025-03-06,3263,Ahmedabad,Loyal,75,Fragrance C,Beauty,2,3640,0,0.0,7280.0,1680.19,Credit Card,Delivered,4,6
ORD02796,2025-05-23,1142,Delhi,New,65,Makeup A,Beauty,3,1545,20,927.0,3708.0,1335.4,UPI,Shipped,5,2
ORD02797,2025-06-29,1107,Delhi,Loyal,25,Jeans A,Clothing,1,6579,25,1644.75,4934.25,1302.81,Net Banking,Delivered,5,8
ORD02798,2025-06-08,1125,Pune,Loyal,26,Jeans B,Clothing,1,4145,15,621.75,3523.25,1367.26,COD,Delivered,4,8
ORD02799,2025-05-02,2910,Mumbai,Loyal,39,Dress C,Clothing,3,3177,5,476.55,9054.45,3494.48,Credit Card,Delivered,5,1
ORD02800,2025-12-30,3156,Jaipur,Returning,14,Smartwatch B,Electronics,2,10799,5,1079.9,20518.1,5724.73,UPI,Delivered,5,4
ORD02801,2025-06-30,1661,Pune,New,95,Bedding C,Home & Kitchen,2,15629,25,7814.5,23443.5,6232.75,COD,Returned,4,8
ORD02802,2025-05-06,1431,Hyderabad,New,73,Fragrance A,Beauty,3,3255,5,488.25,9276.75,3998.38,Debit Card,Returned,5,10
ORD02803,2025-07-26,1108,Pune,New,4,Smartphone D,Electronics,1,4934,15,740.1,4193.9,1058.37,COD,Delivered,1,9
ORD02804,2025-02-18,1529,Pune,Loyal,29,Jacket A,Clothing,1,6799,15,1019.85,5779.15,2135.88,Debit Card,Delivered,2,3
ORD02805,2025-06-05,3599,Mumbai,New,17,Tablet A,Electronics,1,54035,0,0.0,54035.0,17783.48,Credit Card,Returned,5,9
ORD02806,2025-11-25,1859,Ahmedabad,Loyal,70,Haircare B,Beauty,1,4763,0,0.0,4763.0,1781.28,Debit Card,Cancelled,5,0
ORD02807,2025-05-24,2480,Bengaluru,New,15,Smartwatch C,Electronics,2,62164,10,12432.8,111895.2,43916.38,Credit Card,Delivered,2,1
ORD02808,2025-01-11,2865,Delhi,Returning,36,Sneakers D,Clothing,1,1477,0,0.0,1477.0,413.81,UPI,Delivered,5,3
ORD02809,2025-01-25,3837,Mumbai,Returning,76,Fragrance D,Beauty,5,3453,5,863.25,16401.75,4348.91,Debit Card,Delivered,4,2
ORD02810,2025-09-08,3035,Ahmedabad,Returning,38,Dress B,Clothing,1,6215,20,1243.0,4972.0,1162.46,COD,Delivered,5,8
ORD02811,2025-09-09,1873,Bengaluru,New,24,T-Shirt D,Clothing,1,5106,10,510.6,4595.4,994.96,Credit Card,Delivered,5,2
ORD02812,2025-09-30,2127,Mumbai,New,89,Storage A,Home & Kitchen,2,690,25,345.0,1035.0,288.06,UPI,Delivered,4,5
ORD02813,2025-06-13,1915,Delhi,Loyal,21,T-Shirt A,Clothing,1,4602,20,920.4,3681.6,853.06,Debit Card,Shipped,4,9
ORD02814,2025-10-12,1439,Hyderabad,Returning,97,Appliance A,Home & Kitchen,2,973,20,389.2,1556.8,424.26,Debit Card,Delivered,4,8
ORD02815,2025-06-13,1575,Jaipur,Returning,32,Jacket D,Clothing,1,1134,20,226.8,907.2,382.27,Debit Card,Delivered,2,5
ORD02816,2025-06-06,3116,Ahmedabad,Returning,55,Bed C,Furniture,1,6456,5,322.8,6133.2,2017.97,Credit Card,Delivered,4,7
ORD02817,2025-08-22,1226,Pune,New,5,Laptop A,Electronics,2,60456,25,30228.0,90684.0,38978.71,UPI,Delivered,5,6
ORD02818,2025-07-03,3115,Hyderabad,New,56,Bed D,Furniture,2,18193,5,1819.3,34566.7,9266.72,UPI,Delivered,5,7
